#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-07-27T22:36:49 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to: question@simbad.u-strasbg.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.97 (28-Nov-2012) 
#INFO -ref=VIZ51f44b552540 
#INFO -out.max=99999 
#INFO queryParameters=11 
#-oc.form=sexa
#-out.max=99999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJ/632/266&tab:{J/ApJ/632/266/table2}&key:source=J/ApJ/632/266&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-source=J/ApJ/632/266/table2
#-order=I
#-out=Vmag
#-out=Imag
#-out=Class
#

#RESOURCE=yCat_16320266
#Name: J/ApJ/632/266
#Title: WFPC2 photometry of the globular cluster M5 (Layden+, 2005)
#Table J_ApJ_632_266_table2:
#Name: J/ApJ/632/266/table2
#Title: WFPC2 photometry
#---Details of Columns:
    Vmag (mag) (F6.3)  HST/WFPC2 F555W V band magnitude [ucd=phot.mag;em.opt.V]
    Imag (mag) (F6.3)  HST/WFPC2 F814W I band magnitude [ucd=phot.mag;em.opt.I]
    Class      (F5.2)  SExtractor class indicator of object (5) [ucd=meta.code.class]
------ ------ -----
24.820 22.995  0.42
24.796 22.970  0.61
26.485 24.423  0.92
23.349 21.801  0.99
20.845 19.934  0.98
21.594 20.456  0.93
24.738 22.890  1.00
24.226 22.357  1.00
25.084 23.286  0.98
20.595 19.746  1.00
24.405 22.676  0.89
28.015 26.862  0.02
25.157 23.304  1.00
21.942 20.757  0.99
23.620 22.011  0.91
27.778 27.322  0.00
25.421 23.443  0.96
26.199 24.008  0.96
22.529 21.207  0.98
26.652 24.291  0.79
25.795 23.839  1.00
23.947 22.286  0.98
24.908 23.044  0.90
22.013 20.821  0.99
25.228 23.325  0.95
24.141 22.425  0.99
24.070 22.370  1.00
26.091 24.230  0.96
24.730 22.933  0.45
22.470 21.146  0.99
24.848 23.040  0.98
27.854 26.683  0.06
22.609 21.283  0.98
26.145 25.872  0.47
24.009 22.347  0.97
28.360 27.224  0.01
20.983 20.075  1.00
23.694 22.124  0.80
26.759 24.575  0.86
21.508 20.429  1.00
19.363 18.642  0.98
28.512 33.170  0.40
26.456 24.335  0.21
24.275 22.569  1.00
26.890 24.742  0.35
26.256 24.222  0.95
26.647 24.440  0.62
27.531 26.307  0.00
24.946 23.077  0.83
24.683 22.864  0.03
20.544 19.694  0.99
25.638 23.683  0.03
27.805 26.757  0.30
23.562 21.962  0.99
25.515 23.577  1.00
25.751 23.711  1.00
26.922 24.505  0.07
20.884 19.955  1.00
24.945 23.172  1.00
19.022 18.356  1.00
24.248 22.489  0.03
26.633 24.474  0.00
25.273 23.400  0.02
23.779 22.160  0.93
26.433 24.238  0.81
27.167 27.059  0.32
22.730 21.354  0.99
22.012 20.825  0.98
24.172 22.468  0.97
24.033 22.326  1.00
27.708 25.706  0.01
23.628 22.044  0.03
25.276 23.434  0.94
23.599 21.997  0.99
21.479 20.433  0.98
26.090 24.897  0.00
26.454 25.807  0.00
23.541 21.964  0.99
24.606 22.801  1.00
21.542 20.416  0.98
29.178 36.745  0.22
25.259 23.539  0.35
25.105 23.208  0.97
23.821 22.178  1.00
25.856 23.939  0.99
24.663 22.857  0.96
24.078 22.370  0.95
19.495 18.782  0.98
27.331 26.336  0.00
24.415 22.683  0.94
22.634 21.259  0.98
25.552 23.623  0.98
25.604 23.599  0.79
25.785 23.796  0.98
24.023 22.341  0.98
26.523 25.627  0.00
20.143 19.364  0.98
24.547 22.889  0.49
25.727 23.773  0.40
27.475 26.173  0.00
24.907 23.115  0.40
27.780 26.891  0.09
24.359 24.094  0.03
29.008 34.059  0.08
26.067 25.453  0.00
21.833 20.675  0.99
22.036 20.830  0.98
20.448 19.609  1.00
21.897 20.766  0.98
24.301 23.335  0.02
20.127 19.309  0.98
21.406 20.370  0.98
23.304 21.704  0.99
24.920 23.125  0.97
27.808 26.708  0.00
21.765 20.653  0.99
25.469 23.496  0.99
23.332 21.764  0.98
19.000 18.370  1.00
25.811 23.847  0.49
23.986 23.802  0.03
27.533 27.170  0.00
25.912 23.657  0.80
25.013 23.168  1.00
20.524 19.691  0.98
28.215 32.913  0.00
25.113 23.248  0.98
26.745 24.534  0.55
24.053 22.244  0.99
26.982 24.637  0.78
23.155 21.654  0.99
25.559 23.562  0.98
18.759 18.107  1.00
27.272 26.013  0.04
18.597 17.935  0.98
22.571 21.264  0.98
22.147 20.847  0.98
27.540 26.376  0.00
21.548 20.445  1.00
27.850 25.731  0.03
24.915 23.096  0.98
24.587 23.703  0.87
25.155 23.313  0.83
23.998 22.152  0.66
26.831 26.592  0.76
27.599 26.860  0.00
21.337 20.144  0.99
23.966 22.297  0.90
27.533 27.194  0.00
26.679 24.341  0.63
25.487 23.470  0.39
27.975 26.983  0.01
23.798 22.167  0.98
26.014 24.134  0.29
22.452 21.125  1.00
25.654 23.582  1.00
25.771 23.864  0.01
27.153 25.040  0.00
21.056 20.126  0.98
25.963 23.993  0.39
25.070 23.278  0.08
26.024 23.798  0.99
23.580 21.982  1.00
26.437 24.100  0.09
19.058 18.399  1.00
24.720 22.884  0.99
24.987 22.958  0.99
21.271 20.275  0.98
23.825 22.484  0.85
25.953 23.896  0.99
27.093 24.826  0.84
23.194 21.702  1.00
22.955 22.986  0.17
25.420 23.447  0.80
24.370 22.613  0.91
27.397 27.170  0.01
24.452 22.725  0.98
26.429 24.189  0.96
24.376 22.604  0.97
26.568 24.352  0.10
21.115 20.159  0.98
24.595 22.836  0.96
23.183 21.683  0.80
21.567 20.512  1.00
18.564 17.898  1.00
24.634 22.845  0.98
23.042 21.569  1.00
20.151 19.397  1.00
20.067 19.276  1.00
21.601 20.536  0.98
25.780 23.935  0.96
21.137 20.065  1.00
26.708 24.719  0.95
24.544 22.809  0.99
23.010 22.139  0.82
25.232 23.358  0.78
23.218 21.711  0.98
25.709 23.804  1.00
21.154 20.192  0.98
25.690 23.599  0.86
22.037 20.665  0.98
25.750 23.820  0.97
23.915 22.236  0.98
23.937 22.291  0.98
20.986 20.054  1.00
18.767 18.120  1.00
18.783 18.134  1.00
25.349 23.470  0.32
21.516 20.471  0.98
27.532 27.258  0.00
20.309 19.506  0.99
18.049 17.351  0.98
18.743 18.108  1.00
24.201 22.500  1.00
25.040 23.191  0.96
24.315 22.597  0.43
25.101 23.265  1.00
23.407 21.826  1.00
21.826 20.691  1.00
27.639 26.965  0.01
27.782 27.041  0.14
27.390 26.298  0.00
26.749 26.461  0.00
24.472 22.704  0.79
24.364 23.742  0.14
25.200 23.294  0.97
25.952 23.952  0.97
20.980 20.052  0.98
22.455 21.145  1.00
25.274 23.343  0.91
21.645 20.551  0.98
20.182 19.392  0.98
25.427 23.516  0.99
27.020 23.940  0.00
21.397 20.397  1.00
23.278 21.710  1.00
26.405 24.301  0.85
26.381 24.276  0.99
20.142 19.362  0.98
19.656 18.950  1.00
25.595 23.606  0.32
23.308 21.826  0.92
26.127 24.192  0.62
25.175 23.320  0.09
25.534 23.698  0.91
20.948 20.011  0.98
22.721 21.335  0.99
19.980 19.214  0.98
23.780 22.143  0.94
26.510 26.246  0.00
27.786 26.895  0.08
18.496 17.818  0.98
27.871 25.236  0.00
24.537 22.737  0.86
24.172 22.491  1.00
20.770 19.902  0.98
27.750 29.231  0.01
24.877 23.092  0.80
22.696 21.339  0.98
20.041 19.264  0.98
27.618 26.440  0.27
24.849 23.037  0.96
23.927 22.264  1.00
25.305 23.417  0.98
23.859 22.204  1.00
25.682 23.680  0.96
19.783 19.061  1.00
25.281 23.396  0.95
25.984 23.922  0.96
20.315 19.524  1.00
23.406 21.854  0.99
21.773 20.695  0.98
24.549 22.634  0.98
19.087 18.423  0.99
27.887 27.263  0.08
22.926 21.464  1.00
27.263 24.926  0.01
26.614 26.342  0.00
25.225 23.316  1.00
27.725 26.981  0.01
24.405 22.661  0.98
22.856 21.409  1.00
22.302 21.024  1.00
27.023 24.858  0.72
24.194 22.507  0.97
26.511 24.380  0.29
21.128 20.165  0.98
27.131 24.715  0.01
24.942 23.013  1.00
22.118 20.888  0.99
24.003 22.315  1.00
22.260 20.856  1.00
28.720 33.916  0.09
26.738 24.638  0.31
28.745 33.843  0.08
27.298 24.972  0.72
26.646 24.914  0.87
25.167 23.297  1.00
25.315 23.364  1.00
23.085 21.632  0.98
28.072 25.519  0.01
23.870 21.768  0.98
23.286 21.764  0.99
28.589 33.864  0.06
24.311 22.542  1.00
23.403 22.200  0.95
25.617 23.609  0.97
24.718 22.921  0.84
23.834 22.158  0.75
23.934 22.303  0.98
21.112 20.153  0.98
25.158 23.289  0.81
27.111 25.662  0.00
21.679 20.595  1.00
19.678 18.941  1.00
20.179 19.311  1.00
23.436 21.871  1.00
24.460 22.757  0.85
22.082 20.861  1.00
24.135 22.442  0.97
21.592 20.541  0.99
25.116 23.232  0.96
24.437 22.670  0.97
27.413 26.523  0.14
24.200 22.493  0.99
27.463 31.082  0.05
25.513 23.637  0.95
27.348 24.835  0.34
18.340 17.696  0.99
25.871 23.806  0.99
26.686 26.397  0.00
19.729 18.978  1.00
24.837 23.042  0.70
24.433 22.746  1.00
19.948 19.194  1.00
25.533 23.688  0.92
27.012 26.554  0.95
23.458 21.873  0.99
25.702 23.613  0.07
25.561 23.602  0.96
24.593 22.782  0.93
22.462 21.133  1.00
26.410 24.330  0.99
24.538 22.821  1.00
24.714 22.844  0.05
24.987 23.141  0.98
26.149 24.110  0.51
26.137 24.078  0.95
24.844 23.011  1.00
27.634 24.960  0.01
23.245 21.738  0.98
26.761 24.521  0.70
18.554 17.909  0.99
26.260 24.145  0.98
27.482 26.681  0.02
24.295 22.541  0.98
19.653 18.902  0.98
23.373 21.822  0.99
20.132 19.354  1.00
21.569 20.515  1.00
21.516 20.448  1.00
27.353 27.148  0.00
25.423 23.745  0.60
24.590 22.765  0.03
25.095 23.241  0.96
21.012 20.085  0.99
25.300 23.396  0.85
21.178 20.210  1.00
22.659 21.296  0.98
24.239 22.535  1.00
21.263 20.258  0.98
26.137 24.161  0.98
22.973 21.512  1.00
24.757 22.874  0.98
23.683 22.059  0.97
28.216 22.605  0.95
23.888 22.270  1.00
18.923 18.270  1.00
25.468 23.598  0.98
23.132 19.880  0.96
26.192 24.172  0.97
18.756 18.116  0.98
21.684 20.579  0.99
22.188 19.385  0.99
24.364 22.691  0.95
25.922 23.945  0.89
21.367 20.370  0.98
22.382 21.084  0.99
26.748 24.630  0.94
26.064 24.032  1.00
26.170 24.196  0.92
27.234 24.866  0.03
23.249 21.767  0.99
23.306 21.793  0.92
23.896 22.259  1.00
22.045 20.844  0.98
25.005 23.172  0.99
25.764 23.832  0.76
24.464 22.699  1.00
23.609 22.014  0.99
24.759 22.964  0.98
24.768 23.008  0.04
24.402 22.712  0.04
25.377 24.199  0.03
26.468 26.328  0.68
27.497 25.756  0.00
26.106 23.949  0.81
27.139 24.789  0.90
25.758 23.791  0.21
24.893 23.036  1.00
25.875 23.815  0.91
28.081 31.946  0.67
21.468 20.437  0.98
27.079 24.769  0.86
25.157 23.290  0.98
26.114 24.031  1.00
22.931 21.491  0.98
26.812 25.394  0.00
24.569 22.785  1.00
21.584 20.506  1.00
23.628 22.036  0.98
25.766 23.790  0.72
27.556 26.914  0.01
22.143 20.928  0.99
23.354 21.807  0.99
25.528 23.576  0.01
27.762 26.904  0.58
26.192 24.148  0.95
23.849 22.222  1.00
24.479 22.729  1.00
24.693 22.872  1.00
24.416 22.641  1.00
24.731 22.929  0.92
21.229 20.234  1.00
26.330 24.146  0.96
24.331 22.601  1.00
24.289 22.586  0.97
24.243 22.505  0.96
25.265 23.523  0.97
26.285 26.282  0.81
25.012 23.110  1.00
24.836 22.867  1.00
25.143 23.289  0.96
27.552 26.720  0.00
24.689 22.920  1.00
23.748 22.202  1.00
26.521 24.630  0.50
25.915 23.914  0.97
25.915 23.911  0.82
26.394 24.330  0.94
21.726 20.627  0.98
21.754 20.656  0.98
25.517 23.620  0.87
24.356 22.631  1.00
20.456 19.616  0.98
25.627 23.766  0.91
24.749 23.011  1.00
21.384 20.372  0.99
24.654 22.863  1.00
26.462 24.289  0.91
26.404 25.892  0.13
27.440 26.797  0.01
24.233 22.473  0.98
26.573 26.208  0.04
25.642 24.983  0.02
23.564 23.840  1.00
23.467 21.898  0.99
24.596 22.875  1.00
27.145 24.912  0.73
24.764 22.997  0.04
21.490 20.448  0.99
24.936 23.150  1.00
24.345 22.594  0.98
25.629 23.649  0.97
23.578 21.972  0.98
27.878 27.043  0.15
23.061 21.628  0.98
24.701 22.848  0.87
25.944 24.796  0.01
25.475 23.554  1.00
25.942 23.963  0.74
25.377 25.444  0.97
21.672 20.577  1.00
25.468 23.535  0.97
26.096 24.199  0.96
27.403 26.602  0.00
18.856 18.196  1.00
23.683 22.096  0.99
26.495 24.270  0.91
27.240 24.617  0.00
25.818 23.875  0.88
25.043 23.208  0.98
24.058 22.355  1.00
24.225 22.549  1.00
26.893 24.636  0.88
23.815 22.188  0.98
24.801 23.040  1.00
29.038 34.700  0.02
24.466 22.716  1.00
26.135 24.183  0.42
26.631 24.561  0.92
27.273 25.051  0.78
25.758 23.771  1.00
23.256 21.755  0.99
26.285 24.259  0.10
25.352 23.470  1.00
23.142 21.657  0.99
27.073 25.128  0.00
21.365 20.353  0.99
21.005 20.096  1.00
24.752 23.020  0.99
18.079 17.358  0.98
24.012 22.355  1.00
26.268 24.208  0.92
22.465 21.151  1.00
24.313 22.587  0.91
25.761 25.751  0.81
19.629 18.908  0.98
26.701 24.593  0.42
27.084 25.181  0.00
26.936 25.399  0.00
24.672 22.900  0.98
23.315 21.772  1.00
20.025 19.253  1.00
26.219 24.113  0.88
23.206 21.689  0.98
27.040 25.876  0.00
20.407 19.626  0.98
24.935 23.121  0.76
26.992 26.075  0.46
25.466 22.667  0.02
28.787 33.802  0.00
19.589 18.915  1.00
20.708 19.794  0.98
24.894 23.125  0.98
22.574 21.216  0.98
27.833 26.864  0.00
21.356 20.345  0.98
22.998 21.548  0.93
22.934 21.510  0.97
24.255 22.548  0.83
27.110 24.864  0.00
24.865 23.073  0.85
23.545 21.981  1.00
25.338 23.366  1.00
27.607 26.904  0.02
23.819 22.092  0.99
28.209 33.251  0.11
27.759 30.313  0.09
20.502 19.679  1.00
23.994 22.362  0.95
28.647 34.537  0.08
27.039 26.671  0.00
22.207 20.956  0.98
25.453 23.552  0.97
27.904 27.189  0.08
26.614 24.526  0.92
22.413 21.114  0.99
21.794 20.670  0.98
19.602 18.925  1.00
22.332 21.068  1.00
26.387 24.311  0.12
25.679 23.717  0.47
25.142 23.313  0.53
19.882 19.141  0.99
23.518 21.968  1.00
24.538 22.657  0.98
20.042 19.293  0.98
26.340 24.381  0.05
24.443 22.721  0.89
21.624 20.552  1.00
26.905 24.599  0.85
21.949 20.789  0.99
23.933 22.314  0.99
27.233 26.403  0.61
23.601 22.022  1.00
22.572 21.237  0.98
23.922 22.262  0.98
28.321 33.716  0.11
23.000 21.536  0.99
23.941 22.307  1.00
27.708 26.671  0.00
27.384 24.879  0.63
24.064 22.416  0.77
24.252 22.523  1.00
26.765 24.540  0.32
24.456 22.690  1.00
23.813 22.203  1.00
25.401 23.499  0.99
27.535 26.534  0.67
20.217 19.446  0.98
24.465 22.719  0.95
24.236 22.568  0.90
20.791 19.909  0.98
20.413 19.602  0.98
25.043 23.179  0.95
24.245 22.516  0.23
26.139 24.041  0.86
21.540 20.490  0.98
22.692 21.284  1.00
24.396 22.704  1.00
26.627 24.586  0.24
20.014 19.294  0.99
24.524 22.799  1.00
27.642 26.705  0.11
26.817 24.581  0.01
24.944 23.111  0.97
27.559 27.253  0.68
24.823 23.058  1.00
28.963 33.858  0.01
26.863 25.864  0.84
24.139 23.538  0.98
24.642 22.888  0.99
21.885 20.743  0.99
23.922 22.285  1.00
26.619 24.557  0.19
18.475 17.843  0.98
24.535 22.818  0.97
26.094 24.026  0.95
23.034 21.569  0.99
25.797 23.753  0.78
23.846 22.231  1.00
24.587 22.850  0.98
23.843 22.220  0.98
27.331 24.900  0.22
21.891 20.753  0.99
25.279 23.456  0.99
24.537 22.773  1.00
23.000 21.556  0.96
25.231 23.350  0.99
26.484 24.446  0.72
24.987 23.207  0.91
27.120 26.048  0.08
20.872 19.973  0.98
26.164 24.131  0.96
20.651 19.818  0.98
26.522 24.430  0.81
27.022 24.700  0.77
22.530 21.207  1.00
23.947 22.294  0.98
27.545 25.408  0.71
19.631 18.915  0.98
26.471 24.467  0.91
27.355 26.928  0.23
25.244 23.343  0.75
23.750 22.133  0.99
27.444 24.963  0.81
27.670 26.514  0.52
23.725 22.137  0.98
22.557 21.223  0.99
26.486 24.420  0.94
24.771 22.964  0.97
27.306 26.138  0.11
20.231 19.438  1.00
24.467 22.756  0.96
24.526 22.761  1.00
26.853 26.427  0.01
20.746 19.435  0.98
27.479 26.558  0.47
26.005 24.083  0.81
23.842 22.203  1.00
22.864 21.479  0.99
23.885 22.077  0.04
23.970 22.259  0.99
23.413 21.883  1.00
25.998 23.926  0.92
24.977 23.163  0.46
27.309 27.028  0.09
27.202 24.953  0.01
25.258 23.362  0.97
24.112 22.469  0.89
24.438 22.677  0.97
26.244 24.189  0.53
24.670 22.887  1.00
27.093 26.843  0.04
26.873 24.953  0.12
29.096 35.219  0.14
22.718 21.314  1.00
27.584 26.672  0.01
27.795 27.032  0.07
24.938 22.957  0.95
27.392 25.062  0.75
26.530 24.371  0.10
26.547 26.362  0.00
26.375 24.334  0.89
25.189 23.296  1.00
23.743 22.124  1.00
24.580 22.816  0.97
25.584 23.667  0.99
26.808 24.578  0.80
27.788 26.598  0.01
25.835 23.833  0.02
24.360 22.678  1.00
27.135 25.224  0.13
28.576 34.694  0.00
23.027 21.575  0.99
24.407 22.667  0.98
20.203 19.444  1.00
22.790 21.358  1.00
27.391 26.748  0.00
21.397 20.317  0.98
22.290 21.060  0.99
23.483 21.955  1.00
28.589 33.124  0.01
21.598 20.514  0.98
29.155 35.525  0.04
26.207 24.254  0.00
24.953 23.148  1.00
24.525 22.736  0.98
25.921 23.958  0.92
20.593 19.756  1.00
27.473 26.905  0.14
19.704 18.988  1.00
23.964 22.288  0.98
24.646 22.890  0.99
20.226 19.454  0.98
23.372 21.831  0.99
18.526 17.907  1.00
21.086 20.142  0.99
24.946 23.124  0.96
26.548 24.530  0.48
27.489 26.548  0.03
24.190 22.534  0.99
25.307 23.376  0.56
27.819 30.072  0.04
25.405 23.608  0.98
24.148 22.453  0.95
21.865 20.736  0.99
26.498 24.332  0.33
27.160 25.129  0.01
24.974 23.143  0.96
20.849 19.925  0.98
20.630 19.787  0.98
23.269 21.749  1.00
27.313 25.126  0.01
19.827 19.088  0.99
26.072 24.056  0.74
22.870 21.442  1.00
28.128 26.657  0.04
25.240 23.383  0.94
21.070 20.130  0.98
23.855 22.214  0.97
26.954 25.783  0.00
26.324 26.430  0.70
26.255 24.369  0.97
27.779 27.088  0.22
26.526 24.410  0.24
25.773 23.852  0.98
25.986 24.047  0.68
26.913 25.882  0.00
24.021 22.341  0.98
25.111 23.344  1.00
26.627 24.574  0.06
20.635 19.800  0.98
24.938 23.127  0.99
25.158 23.309  0.97
23.119 21.652  1.00
25.041 23.165  0.80
24.583 22.802  0.82
26.013 24.082  0.98
26.008 24.088  0.97
23.647 22.391  0.98
27.276 24.868  0.79
27.073 24.791  0.07
25.206 23.363  1.00
26.276 24.167  0.97
21.380 20.401  0.98
24.759 22.914  0.98
25.894 23.963  1.00
25.206 23.359  1.00
20.112 19.359  1.00
26.646 24.457  0.04
23.862 22.244  0.98
23.728 22.114  0.99
27.554 26.268  0.14
20.179 19.415  0.99
27.121 26.780  0.00
25.887 23.905  0.97
24.581 22.830  1.00
23.972 22.341  0.98
19.750 19.019  0.98
25.633 23.732  0.97
22.512 21.169  0.98
21.287 20.305  0.98
25.702 23.767  0.93
24.080 22.447  1.00
23.469 21.852  0.99
27.653 26.569  0.01
23.303 21.801  0.98
21.514 20.464  0.98
23.107 21.653  0.93
26.234 24.180  0.01
23.956 22.293  0.98
23.794 22.175  0.99
23.747 22.134  1.00
23.639 22.029  0.99
27.318 27.095  0.01
28.847 35.315  0.01
27.267 24.876  0.00
28.038 31.530  0.05
27.710 26.830  0.11
26.261 24.224  0.34
25.726 23.754  0.47
21.393 20.386  0.98
24.636 22.861  0.86
23.212 21.694  0.98
22.165 20.986  0.98
20.817 19.934  1.00
20.812 19.929  0.98
21.757 20.670  0.99
27.794 26.534  0.54
24.869 23.061  0.95
26.325 24.242  0.60
24.317 22.629  1.00
22.047 20.875  0.99
25.790 23.829  0.84
26.003 24.026  0.89
25.418 23.539  0.98
22.842 21.440  1.00
24.928 23.092  1.00
25.652 23.711  0.99
26.907 24.527  0.00
25.292 23.422  0.99
27.607 30.360  0.00
25.225 23.360  1.00
26.109 24.094  0.96
24.154 22.441  0.97
24.479 22.706  1.00
25.809 23.916  0.98
27.289 25.050  0.09
24.702 22.881  0.59
25.859 23.894  0.83
19.901 19.174  0.98
27.133 26.782  0.00
23.631 22.050  0.98
26.262 24.639  0.09
26.320 24.210  0.91
18.249 17.633  1.00
24.126 22.432  1.00
24.704 22.955  0.99
21.873 20.758  1.00
26.245 23.781  1.00
25.388 23.534  0.96
24.487 22.707  0.95
23.941 22.302  1.00
19.954 19.209  1.00
26.135 24.118  0.99
20.640 19.788  1.00
23.821 22.214  0.99
22.524 21.202  0.98
24.867 25.076  0.99
26.721 24.484  0.88
19.821 19.107  1.00
27.605 26.476  0.00
24.270 22.579  1.00
24.001 22.385  0.97
24.646 22.717  0.96
19.039 18.379  1.00
25.013 23.191  0.97
25.385 23.494  0.97
24.888 23.065  0.74
24.053 22.314  0.12
21.288 20.292  0.99
26.673 24.399  0.94
25.987 23.918  0.97
26.397 24.371  0.56
23.279 21.738  0.99
20.665 19.818  1.00
26.802 24.596  0.88
25.558 25.266  0.02
26.312 24.129  1.00
19.701 18.988  0.98
24.037 22.371  1.00
26.411 24.382  0.12
25.447 23.491  0.99
26.775 25.103  0.00
26.806 24.812  0.59
21.499 20.471  1.00
25.326 23.415  0.71
19.932 19.187  0.98
24.956 23.106  0.98
20.571 19.750  0.98
23.793 22.182  1.00
18.261 17.642  1.00
26.876 26.199  0.01
27.697 26.829  0.01
26.367 24.975  0.06
20.137 19.346  1.00
26.480 24.859  0.00
24.446 22.710  0.96
22.893 21.530  0.98
20.209 19.435  1.00
24.026 22.364  0.98
21.757 20.363  0.98
22.435 21.145  0.99
19.203 18.557  0.98
28.214 27.185  0.01
24.376 22.682  0.98
27.657 27.145  0.01
25.863 23.913  0.97
27.178 26.336  0.01
22.584 21.241  0.98
24.503 22.724  1.00
25.428 23.553  0.97
25.669 23.768  0.99
22.803 21.412  0.99
27.142 26.474  0.00
22.086 20.896  0.98
25.689 23.699  0.97
26.784 26.200  0.95
26.964 26.201  0.00
20.161 19.378  0.99
22.240 20.985  0.98
24.258 22.569  0.97
23.021 21.583  0.99
22.419 21.116  0.98
24.487 22.733  0.98
23.254 21.747  0.98
24.262 22.568  1.00
22.894 21.471  1.00
25.044 23.214  0.92
25.681 23.755  0.93
25.109 23.342  0.97
19.793 19.062  0.98
24.727 22.804  1.00
21.474 20.398  1.00
23.817 22.178  0.98
20.714 19.854  0.98
26.718 24.471  0.89
25.673 23.720  0.01
22.590 21.236  1.00
23.487 21.938  0.91
24.454 22.618  0.87
26.408 24.294  0.74
26.595 24.455  0.96
26.159 24.008  0.76
23.623 22.070  0.79
25.115 23.219  1.00
26.289 24.383  0.98
24.243 22.559  1.00
22.525 21.210  0.98
26.005 24.109  0.81
25.498 23.588  0.79
26.331 24.178  0.99
23.941 22.297  0.99
29.011 35.818  0.07
19.944 19.211  1.00
25.067 23.267  1.00
21.786 20.672  0.98
23.970 22.345  0.97
27.832 26.573  0.09
24.534 22.781  0.98
20.531 19.687  1.00
18.786 18.162  1.00
25.710 25.430  0.33
25.259 23.405  0.98
23.483 21.901  0.99
24.955 23.120  0.93
24.438 22.710  0.38
22.821 21.438  0.98
22.431 21.152  0.98
23.266 21.762  0.99
24.327 23.454  0.03
23.977 22.348  1.00
27.422 26.320  0.63
27.590 26.794  0.00
27.229 26.385  0.03
27.554 25.399  0.59
26.871 24.847  0.01
28.533 33.111  0.13
23.309 21.798  1.00
21.301 20.347  0.99
24.309 22.589  0.92
27.810 31.613  0.00
26.318 24.244  0.50
19.299 18.633  1.00
20.188 19.393  1.00
28.270 33.056  0.01
24.296 22.563  0.99
24.552 22.907  0.02
19.887 19.149  1.00
23.907 22.281  1.00
24.573 22.838  0.98
24.798 23.019  0.98
21.825 20.720  1.00
25.985 24.057  0.94
21.910 20.580  0.99
27.916 26.977  0.09
24.362 22.687  0.98
24.075 22.421  0.98
24.657 22.956  0.86
25.410 23.484  0.97
20.493 19.681  0.98
26.926 26.700  0.09
27.105 26.318  0.00
21.932 20.769  1.00
22.332 21.066  1.00
26.526 24.410  0.09
20.298 19.506  0.98
20.885 20.001  0.98
20.559 19.720  0.98
23.372 21.854  0.98
25.133 23.294  0.96
26.081 24.149  0.97
21.991 20.814  1.00
26.985 24.836  0.00
21.507 20.467  1.00
25.950 24.111  0.00
23.737 22.147  1.00
23.415 21.862  0.99
18.726 18.092  1.00
24.528 22.778  0.97
27.691 27.126  0.17
25.125 23.167  1.00
25.126 23.316  1.00
23.239 21.733  0.99
24.563 22.805  0.97
20.395 19.593  1.00
27.356 26.658  0.16
21.180 20.219  0.98
27.557 26.731  0.08
21.604 20.542  0.98
24.836 23.000  0.92
21.935 20.773  0.98
24.656 22.860  0.59
25.313 23.487  0.97
27.335 27.006  0.00
26.028 24.393  0.20
26.898 24.777  0.37
25.355 23.429  0.93
27.461 26.146  0.01
25.813 23.810  1.00
19.892 19.164  1.00
19.368 18.715  0.98
22.994 21.504  0.99
21.155 20.210  1.00
20.804 19.931  1.00
24.254 22.559  0.98
27.607 26.678  0.01
22.930 21.523  0.99
20.547 19.717  0.98
21.394 20.354  0.99
21.352 20.356  1.00
26.872 24.590  0.31
23.947 22.316  0.98
19.919 19.171  1.00
26.776 26.242  0.88
23.540 21.984  1.00
27.329 26.767  0.03
23.043 21.579  0.99
22.092 20.880  0.98
21.597 20.531  0.98
25.992 23.992  0.96
26.250 24.333  0.95
20.949 20.047  0.98
21.088 20.162  1.00
21.048 20.116  1.00
23.044 21.595  0.99
27.183 25.707  0.09
24.793 23.009  0.95
27.211 26.668  0.02
19.620 18.924  1.00
21.915 20.773  0.98
25.494 23.625  0.02
27.128 26.884  0.01
23.644 22.085  1.00
26.473 24.288  0.92
21.056 20.134  0.99
23.672 22.049  0.96
24.633 22.874  1.00
27.095 26.338  0.00
25.595 23.629  0.79
23.819 22.207  0.98
25.398 23.463  0.98
27.450 26.680  0.09
27.465 26.610  0.00
20.631 19.798  1.00
20.749 19.845  0.98
26.146 24.176  0.39
27.638 25.257  0.81
23.742 22.137  0.99
26.871 25.968  0.00
24.880 23.038  0.85
24.027 22.408  1.00
24.472 22.751  0.88
27.178 26.256  0.01
27.469 26.858  0.01
22.918 21.491  1.00
27.247 24.575  0.00
25.460 23.564  0.94
26.531 24.466  0.97
25.101 23.249  0.98
20.868 19.984  1.00
23.856 22.203  0.98
25.026 23.213  1.00
26.930 25.411  0.00
25.413 23.452  0.99
21.854 20.741  0.98
27.047 24.889  0.00
18.505 17.877  1.00
27.387 26.840  0.00
25.014 23.100  0.97
20.850 19.967  1.00
26.933 24.681  0.16
27.488 25.165  0.02
24.491 22.759  0.97
25.138 23.353  0.39
25.670 23.830  0.97
